App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,11408,96.0,1000000.0,Free,0.0,Teen,Action,2018-07-06,4.1,4.0
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61.0,10000.0,Free,0.0,Everyone,Adventure,2018-04-18,2.0.2,4.0
Mini DAYZ: Zombie Survival,GAME,4.1,94661,11.0,1000000.0,Free,0.0,Teen,Action,2018-06-08,1.4.0,4.4
Z-Empire: Dead Strike,FAMILY,4.6,99,19.0,10000.0,Free,0.0,Teen,Strategy,2018-06-08,1.8.7,4.0.3
Free Z Glass GO Keyboard Theme,PERSONALIZATION,4.3,71829,8.8,5000000.0,Free,0.0,Everyone,Personalization,2017-06-30,4.16,4.0
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,4.3,13604,96.0,1000000.0,Paid,0.99,Teen,Action,2018-06-26,2.4.4,2.3
Z Camera,PHOTOGRAPHY,3.8,142,7.7,10000.0,Free,0.0,Everyone,Photography,2016-04-08,1.8,4.0
Cardio Z,MEDICAL,4.17505184823716,24,10.0,100.0,Paid,5.99,Everyone,Medical,2017-03-13,1.0.2.1,4.4
GO SMS Pro Z Glass Theme EX,PERSONALIZATION,3.8,24198,2.2,1000000.0,Free,0.0,Everyone,Personalization,2014-07-10,1.0,1.6
Route Z,GAME,3.9,24697,16.0,500000.0,Free,0.0,Teen,Action,2015-07-10,1.5,4.0
Z PIVOT,COMMUNICATION,4.17505184823716,0,5.7,10.0,Paid,19.99,Everyone,Communication,2018-07-11,1.3,4.2
Dragon X Adventure: Warrior Z,GAME,4.3,8537,29.0,100000.0,Free,0.0,Everyone 10+,Action,2015-11-03,1.1.4,2.3
Ultimate Fighter Z,GAME,4.3,180,24.0,5000.0,Free,0.0,Everyone,Action,2018-07-16,2.0,4.4
Theme eXp - Black Z Light,PERSONALIZATION,4.3,29540,4.3,1000000.0,Free,0.0,Everyone,Personalization,2016-06-15,2.0,5.0
Toy Battle Z,FAMILY,4.1,133,48.0,10000.0,Free,0.0,Everyone,Casual,2018-07-23,1.0.4,4.0
Wave Z Live Wallpaper,PERSONALIZATION,4.2,63699,2.3,5000000.0,Free,0.0,Teen,Personalization,2015-09-21,1.1.6,2.3
30 Day Ab Challenge,HEALTH_AND_FITNESS,4.5,1886,7.6,500000.0,Free,0.0,Everyone,Health & Fitness,2016-06-21,3.2.1,4.0
Angry Birds Blast,FAMILY,4.6,253115,99.0,10000000.0,Free,0.0,Everyone,Puzzle,2018-07-27,1.6.4,4.4
ab,FAMILY,3.8,10,22.0,1000.0,Free,0.0,Everyone,Casual,2016-10-27,1.0,4.0
Ultimate Ab & Core Workouts,HEALTH_AND_FITNESS,4.7,55571,12.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-02-21,1.23,4.0
Angry Birds Evolution,FAMILY,4.5,384602,88.0,10000000.0,Free,0.0,Everyone,Role Playing,2018-07-30,1.21.1,5.0
Angry Birds Match,FAMILY,4.7,227401,91.0,5000000.0,Free,0.0,Everyone,Puzzle,2018-07-19,1.5.0,5.0
Angry Birds POP Bubble Shooter,FAMILY,4.5,596628,99.0,10000000.0,Free,0.0,Everyone,Casual,2018-08-02,3.39.0,4.1
Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,4.8,69279,10.0,10000000.0,Free,0.0,Everyone,Health & Fitness,2018-07-23,1.1.8,4.2
AB Repeat Player,VIDEO_PLAYERS,4.3,1628,18.0,100000.0,Free,0.0,Everyone,Video Players & Editors,2018-03-06,4.1.1,4.4
"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,4.8,3908,33.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,1.5.8,4.1
AB Mobile App,HEALTH_AND_FITNESS,3.4,2105,8.2,100000.0,Free,0.0,Everyone,Health & Fitness,2017-08-21,2.1.0,4.0.3
Angry Birds Epic RPG,FAMILY,4.5,2634605,63.0,10000000.0,Free,0.0,Everyone,Role Playing,2018-07-18,3.0.27430.4799,4.4
A-B repeater,VIDEO_PLAYERS,4.4,32,0.2333984375,5000.0,Free,0.0,Everyone,Video Players & Editors,2018-05-18,1.8,3.0
Angry Birds Friends,GAME,4.2,829753,48.0,50000000.0,Free,0.0,Everyone,Arcade,2018-06-19,4.9.0,4.1
AB Blast Match 3,FAMILY,4.3,111,48.0,10000.0,Free,0.0,Everyone,Puzzle,2018-06-19,1.13,4.1
AB Click2Shop,SHOPPING,3.8,454,18.0,100000.0,Free,0.0,Everyone,Shopping,2018-06-26,1.1.0.0,4.1
Math games for kids : times tables - AB Math,FAMILY,3.9,2371,8.3,500000.0,Free,0.0,Everyone,Educational;Education,2018-07-27,3.9.3,4.0.3
AB Crush Match 3,FAMILY,4.3,96,54.0,10000.0,Free,0.0,Everyone,Casual,2017-02-23,1.1,2.3
"ABS Workout - Belly workout, 30 days AB",HEALTH_AND_FITNESS,4.8,5103,11.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-07-13,2.0.5,4.0.3
AB Match,FAMILY,4.2,9,30.0,1000.0,Free,0.0,Everyone,Casual,2018-05-19,1.0.4,4.1
Math games for kids : times tables training,FAMILY,4.5,630,8.3,10000.0,Paid,1.59,Everyone,Educational;Education,2018-07-27,3.9.3,4.0.3
7 minute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4.8,527,23.0,100000.0,Free,0.0,Everyone,Health & Fitness,2018-03-30,2.01,4.1
AB Anywhere Mobile Banking,FINANCE,4.17505184823716,3,11.0,500.0,Free,0.0,Everyone,Finance,2018-07-03,4.17.82,4.4
5 Minute Ab Workouts,HEALTH_AND_FITNESS,4.6,2067,8.4,50000.0,Free,0.0,Everyone,Health & Fitness,2018-05-18,2.0.4,4.1
Angry Birds Go!,GAME,4.2,3846378,82.0,50000000.0,Free,0.0,Everyone,Racing,2018-05-30,2.8.2,4.1
AB Screen Recorder,TOOLS,4.2,533,5.0,10000.0,Free,0.0,Everyone,Tools,2017-10-02,2.8,5.0
Six Pack Abs Photo Editor,PHOTOGRAPHY,4.0,5967,17.0,1000000.0,Free,0.0,Everyone,Photography,2017-02-02,2.0,3.0
Best Blood Type AB: Food Diet & Personality,LIFESTYLE,4.17505184823716,3,37.0,1000.0,Free,0.0,Everyone,Lifestyle,2018-07-11,1.2,4.0.3
Angry Birds Star Wars,GAME,4.3,1218055,45.0,100000000.0,Free,0.0,Everyone,Arcade,2018-05-25,1.5.12,4.1
30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,4.8,793,40.0,10000.0,Free,0.0,Everyone,Health & Fitness,2016-09-15,1.0.3,4.0.3
Ab Workouts,HEALTH_AND_FITNESS,4.1,27501,7.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-01-05,5.1.9,4.0
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3.8,1000.0,Free,0.0,Everyone,Health & Fitness,2016-12-31,2.0.0,4.1
Chatime AB Rewards,FAMILY,4.17505184823716,9,22.0,1000.0,Free,0.0,Everyone,Entertainment,2018-06-22,2.7.0621,4.2
Abs workout - 21 Day Fitness Challenge,HEALTH_AND_FITNESS,4.8,18604,15.0,1000000.0,Free,0.0,Everyone,Health & Fitness,2018-05-02,1.0.0.9,4.1
Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,4.0,12906,8.5,1000000.0,Free,0.0,Everyone,Health & Fitness,2012-10-08,1.01,2.1
30-Day Ab Challenge Tracker,HEALTH_AND_FITNESS,3.5,224,0.3623046875,10000.0,Free,0.0,Everyone,Health & Fitness,2014-07-09,1.2.6,4.1
Universal AC Remote Control,TOOLS,3.8,40934,5.2,1000000.0,Free,0.0,Everyone,Tools,2018-07-28,18,4.0.3
Smart Air Conditioner,TOOLS,3.3,4786,13.0,500000.0,Free,0.0,Everyone,Tools,2018-05-24,1.2.84,2.2
Assassin's Creed Identity,GAME,3.7,42529,92.0,500000.0,Paid,1.99,Teen,Action,2016-11-23,2.8.2,4.1
AC Remote Control,TOOLS,3.3,472,2.0,100000.0,Free,0.0,Everyone,Tools,2017-10-17,1.3,4.1
Air conditioner remote control,TOOLS,3.4,29854,5.0,1000000.0,Free,0.0,Everyone,Tools,2017-07-19,5.0,2.3
Smart-AC Universal Remote Free,FAMILY,1.8,3270,1.8,500000.0,Free,0.0,Everyone,Entertainment,2015-08-18,1.0,2.2
AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,402,1.7,100000.0,Free,0.0,Everyone,Entertainment,2015-12-11,1.0,2.2
Kenmore Smart AC,LIFESTYLE,1.9,71,24.0,5000.0,Free,0.0,Everyone,Lifestyle,2017-05-08,1.0.11,4.4
AC WIFI,TOOLS,3.6,41,23.0,10000.0,Free,0.0,Everyone,Tools,2018-06-03,1.0.3,2.3
A/C Air Conditioner Remote,TOOLS,3.4,7816,5.1,1000000.0,Free,0.0,Everyone,Tools,2016-07-30,1.1.1,3.0
Smart Air Conditioner(CAC),TOOLS,3.2,409,7.9,50000.0,Free,0.0,Everyone,Tools,2018-05-25,1.0.18,2.2
Carrier Air Conditioner,TOOLS,2.5,362,7.8,100000.0,Free,0.0,Everyone,Tools,2018-01-15,67,4.0
AC Troubleshooter,TOOLS,4.7,147,4.2,10000.0,Free,0.0,Everyone,Tools,2015-01-08,1.3,3.0
TOSHIBA Smart AC,TOOLS,2.6,60,18.0,10000.0,Free,0.0,Everyone,Tools,2018-08-04,2.1.20180804,4.0.3
Trane Interactive Smart AC,TOOLS,2.8,48,3.3,10000.0,Free,0.0,Everyone,Tools,2016-04-21,0.0.2,4.3
AC remote control mobile,TOOLS,3.9,3043,7.7,100000.0,Free,0.0,Everyone,Tools,2017-06-02,1.3,4.0.3
"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4.2,27,3.1,5000.0,Free,0.0,Everyone,Books & Reference,2018-02-07,1.1,4.0
AC Remote for Haier - NOW FREE,TOOLS,3.9,336,27.0,50000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
Air Conditioner Maintenance,PRODUCTIVITY,4.0,11,0.21484375,5000.0,Free,0.0,Everyone,Productivity,2015-11-27,13112015,2.3.3
AC Remote for Daikin - NOW FREE,TOOLS,3.5,383,26.0,50000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
A/C Universal Remote Control,TOOLS,3.1,3263,3.0,1000000.0,Free,0.0,Everyone,Tools,2017-05-16,1.17,3.0
AC Remote for LG - NOW FREE,TOOLS,3.7,1041,28.0,100000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
Plug-in app (System AC),TOOLS,3.6,126,11.0,10000.0,Free,0.0,Everyone,Tools,2017-06-08,1.1072.35.0,4.0
LG AC Smart Diagnosis,LIFESTYLE,3.4,377,6.1,100000.0,Free,0.0,Everyone,Lifestyle,2017-03-21,1.1.4,4.0
AC Remote for Midea - NOW FREE,TOOLS,4.0,448,26.0,100000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
Ac remote control,TOOLS,3.7,822,5.0,50000.0,Free,0.0,Everyone,Tools,2017-02-27,1.1,2.3
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,2.1,10000.0,Free,0.0,Everyone,Business,2014-10-28,1.0,4.1
Remote Control For All AC - Universal Remote,PRODUCTIVITY,2.4,166,6.1,10000.0,Free,0.0,Everyone,Productivity,2018-07-28,1.1,4.0.3
All Type Ac Repair & Services,LIFESTYLE,4.3,45,2.2,10000.0,Free,0.0,Everyone,Lifestyle,2017-12-26,0.8,4.1
AC Remote Control Simulator,FAMILY,3.3,353,2.3,100000.0,Free,0.0,Everyone,Entertainment,2017-12-04,1.0,4.0.3
"Mi Remote controller - for TV, STB, AC and more",TOOLS,4.1,114340,28.0,10000000.0,Free,0.0,Everyone,Tools,2018-08-01,5.7.1,4.2
AcDisplay,PERSONALIZATION,4.1,66473,3.0,1000000.0,Free,0.0,Everyone,Personalization,2015-07-30,3.8.4,4.1
AC Mobile Control,HOUSE_AND_HOME,3.4,1450,9.7,100000.0,Free,0.0,Everyone,House & Home,2013-11-05,2.4,2.2
AC Remote For LG,TOOLS,3.0,1298,3.4,100000.0,Free,0.0,Everyone,Tools,2018-02-20,1.0,4.0
Universal AC Remote Control Simulator,FAMILY,3.0,119,3.9,50000.0,Free,0.0,Everyone,Entertainment,2017-12-22,1.0,4.0
Hi-Smart AC,TOOLS,2.2,32,9.4,1000.0,Free,0.0,Everyone,Tools,2018-04-03,1.1.0,4.4
AC Remote for Sharp - NOW FREE,TOOLS,3.7,332,26.0,50000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
AC Remote for Samsung - NOW FREE,TOOLS,3.7,566,27.0,100000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
Pocket AC,PHOTOGRAPHY,4.8,130,4.4,1000.0,Paid,9.99,Everyone,Photography,2018-06-27,3.1.1,4.1
AC Remote for Carrier - NOW FREE,TOOLS,3.7,163,26.0,10000.0,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2
"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,3.6,3632,3.2,1000000.0,Free,0.0,Everyone,Tools,2017-11-13,11,4.0.3
ac remote control,TOOLS,3.7,9514,7.0,500000.0,Free,0.0,Everyone,Tools,2018-07-11,7,4.0.3
Ad Detect Plugin - Handy Tool,PRODUCTIVITY,3.8,5107,1.4,500000.0,Free,0.0,Everyone,Productivity,2015-12-28,1.6.3,2.3
AppBrain Ad Detector,TOOLS,3.7,9221,1.7,1000000.0,Free,0.0,Everyone,Tools,2018-04-12,2.2.1,4.1
AdClear Ad blocker for Samsung,TOOLS,4.2,1586,1.5,500000.0,Free,0.0,Everyone,Tools,2017-09-07,1.0.5,5.0
Adblock Browser for Android,COMMUNICATION,4.1,121113,39.0,10000000.0,Free,0.0,Everyone,Communication,2018-07-11,1.4.0,4.1
tTorrent - ad free,VIDEO_PLAYERS,4.3,2976,11.0,10000.0,Paid,1.99,Everyone,Video Players & Editors,2018-06-15,1.5.14,4.1
cronometer (ad free),HEALTH_AND_FITNESS,3.9,1075,8.3,50000.0,Paid,2.99,Everyone,Health & Fitness,2018-07-13,2.1.2,4.4
Ad Detector,TOOLS,3.8,208,0.712890625,50000.0,Free,0.0,Everyone,Tools,2014-07-28,1.0,2.3
Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,4.0,8769,2.1,1000000.0,Free,0.0,Everyone,Communication,2018-04-05,1.1.4,5.0
MyRadar NOAA Weather Radar Ad Free,WEATHER,4.5,3005,26.0,10000.0,Paid,2.99,Everyone,Weather,2018-08-04,7.1.4,4.0.3
Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,4.6,3362,0.73828125,50000.0,Free,0.0,Everyone,Productivity,2017-11-21,1.7,4.0
Adblock Fast,PRODUCTIVITY,4.1,9914,3.2,1000000.0,Free,0.0,Everyone,Productivity,2017-05-17,1.4.0,5.0
FVD Ad-Free,TOOLS,4.4,1774,4.1,10000.0,Paid,1.99,Everyone,Tools,2017-10-05,4.4.3,3.0
2000 AD Comics and Judge Dredd,COMICS,3.7,705,20.0,50000.0,Free,0.0,Teen,Comics,2018-07-19,1.3.0,4.0.3
Anti Adware,TOOLS,3.9,18751,3.6,1000000.0,Free,0.0,Everyone,Tools,2018-06-19,3.6,4.1
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,107,44.0,10000.0,Free,0.0,Everyone,Communication,2018-01-29,1.0.5,4.1
Weather & Radar Pro - Ad-Free,WEATHER,4.5,25243,26.0,100000.0,Paid,2.99,Everyone,Weather,2018-08-01,4.34.0,4.4
ONScripter Plus (Ad Free),GAME,4.5,100,17.0,1000.0,Paid,3.99,Everyone,Adventure,2016-04-07,1.2.4,4.1
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319,1.1,10000.0,Paid,2.99,Everyone,Tools,2018-07-03,2.0.1,4.4
Google AdSense,PRODUCTIVITY,4.3,52677,2.9,1000000.0,Free,0.0,Everyone,Productivity,2017-12-13,3.3,4.0
Ad-free Triangle Solver,FAMILY,4.5,118,24.0,10000.0,Free,0.0,Everyone,Education,2015-08-20,6.3.1,4.2
Ez Screen Recorder (no ad),VIDEO_PLAYERS,4.7,8696,14.0,100000.0,Free,0.0,Everyone,Video Players & Editors,2018-06-03,2.1.4,5.0
Best Applock - Locker & No Ads,PRODUCTIVITY,4.7,10672,6.9,100000.0,Free,0.0,Everyone,Productivity,2018-06-23,2.1.1,4.1
Local Services ads by Google,BUSINESS,4.1,7,12.0,1000.0,Free,0.0,Everyone,Business,2018-07-17,3.3.270,4.0
Ad Block REMOVER - NEED ROOT,TOOLS,3.3,999,0.0888671875,100000.0,Free,0.0,Everyone,Tools,2013-12-17,3.2,2.2
WhatsFake Pro (Ad free),SOCIAL,4.2,204,9.4,5000.0,Paid,0.99,Everyone,Social,2017-09-25,1.4,4.1
Photo Compress 2.0 - Ad Free,TOOLS,4.1,6267,1.7,1000000.0,Free,0.0,Everyone,Tools,2016-05-07,2.1,3.2
Ad Removal: thereisonlywe,PRODUCTIVITY,3.4,16,0.2861328125,100.0,Paid,6.49,Everyone,Productivity,2014-05-03,1.0,2.2
Brave Browser: Fast AdBlocker,COMMUNICATION,4.3,40241,11.0,5000000.0,Free,0.0,Everyone,Communication,2018-06-30,1.0.52,4.1
Solitaire: Decked Out Ad Free,GAME,4.9,37302,35.0,500000.0,Free,0.0,Everyone,Card,2017-05-08,1.3.3,4.1
"WeatherClear - Ad-free Weather, Minute forecast",WEATHER,4.5,3252,3.8,50000.0,Free,0.0,Everyone,Weather,2017-06-25,1.2.6,4.1
Ad Remove Plugin for App2SD,PRODUCTIVITY,4.1,66,0.0166015625,1000.0,Paid,1.29,Everyone,Productivity,2013-09-25,1.0.0,2.2
"Digital Clock : Simple, Tiny, Ad-free Desk Clock.",LIFESTYLE,4.4,317,0.072265625,50000.0,Free,0.0,Everyone,Lifestyle,2016-12-21,3.0,2.3
RAM Cleanup Ad-Free Option,TOOLS,4.4,457,1.1,10000.0,Paid,2.99,Everyone,Tools,2016-07-26,3.0,4.1
Emo Ads Blocker Browser,TOOLS,3.4,1555,4.1,100000.0,Free,0.0,Everyone,Tools,2015-09-17,1.4,3.0
Bing Ads,BUSINESS,4.1,1828,13.0,100000.0,Free,0.0,Everyone,Business,2018-07-20,2.13.2,4.1
Apps Ads Detector,TOOLS,3.5,315,8.3,100000.0,Free,0.0,Everyone,Tools,2018-02-19,25,4.0.3
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,3.8,1343,9.0,100000.0,Free,0.0,Everyone,Productivity,2018-03-12,1.0.26,5.0
Alchemy Classic Ad Free,FAMILY,4.6,20178,9.0,100000.0,Free,0.0,Everyone,Puzzle,2014-05-26,1.7.3,1.6
Easy Hotspot Ad Free,TOOLS,5.0,2,3.3,10.0,Paid,0.99,Everyone,Tools,2018-07-26,1.05,4.0
"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,4.2,20476,28.0,1000000.0,Free,0.0,Everyone,Shopping,2018-07-17,5.6.0,4.4
Adobe Premiere Clip,VIDEO_PLAYERS,3.9,39495,59.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,2018-06-26,1.1.4.1296,4.4
Shortcuts for After Effects,FAMILY,3.7,464,1.9,50000.0,Free,0.0,Everyone,Education,2014-08-09,1.0,2.3
AE Sudoku,FAMILY,4.3,2171,12.0,100000.0,Free,0.0,Everyone,Puzzle,2015-07-29,1.1.0,2.2
ESS Mobile for AE,PRODUCTIVITY,1.9,63,1.8,5000.0,Free,0.0,Everyone,Productivity,2016-09-27,2.0.1027,3.0
AE Jewels 2: Island Adventures,GAME,4.2,652,30.0,10000.0,Free,0.0,Everyone,Action,2016-02-24,1.0,2.3
AE Jewels,GAME,4.2,960,18.0,50000.0,Free,0.0,Everyone,Action,2015-08-20,1.0.5,3.0
AE Coin Mania : Arcade Fun,GAME,4.3,30002,29.0,1000000.0,Free,0.0,Teen,Casino,2018-02-08,2.3.5,4.0.3
AE Roundy POP,FAMILY,4.4,5262,26.0,100000.0,Free,0.0,Everyone,Casual,2016-03-23,1.1.2,2.3
Mupen64+AE FREE (N64 Emulator),GAME,4.0,41759,12.0,1000000.0,Free,0.0,Everyone,Arcade,2014-01-19,2.4.4,2.0
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12.0,100000.0,Paid,0.99,Everyone,Arcade,2014-01-19,2.4.4,2.0
AE Lucky Fishing,GAME,4.3,18277,17.0,1000000.0,Free,0.0,Teen,Arcade,2016-03-14,2.0.2,2.3
AE Video Poker,GAME,4.0,721,18.0,50000.0,Free,0.0,Teen,Casino,2015-12-31,1.3.2,2.3
AE Solitaire,GAME,4.3,1776,26.0,50000.0,Free,0.0,Everyone,Card,2018-01-04,2.3.4,4.0.3
AE Blackjack,GAME,4.0,1417,17.0,100000.0,Free,0.0,Teen,Card,2015-11-27,1.3.1,2.3
AE Gun Ball: arcade ball games,GAME,3.7,8581,12.0,1000000.0,Free,0.0,Everyone,Arcade,2013-12-13,1.0.2,2.2
AE Order,TOOLS,4.1,19,0.3095703125,1000.0,Free,0.0,Everyone,Tools,2013-11-12,2.0.131112,2.3
TV.AE,FAMILY,3.9,109,7.5,10000.0,Free,0.0,Everyone,Entertainment,2017-09-21,1.0.4,4.4
AE Garage,AUTO_AND_VEHICLES,4.4,64,66.0,1000.0,Free,0.0,Everyone,Auto & Vehicles,2017-06-27,1.0,4.1
AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30.0,1000.0,Free,0.0,Everyone,Books & Reference,2018-07-18,2.2.5,4.0.3
AE 3D Moto 3,GAME,3.9,2588,26.0,100000.0,Free,0.0,Everyone 10+,Racing,2014-12-31,1.7.1,2.3
AE FreeCell,GAME,4.2,358,15.0,10000.0,Free,0.0,Everyone,Card,2014-11-06,1.1.5,2.3
AE City Jump,GAME,4.5,804,27.0,10000.0,Free,0.0,Everyone,Action,2018-07-18,1.0.4,4.0
AE Angry Chef,GAME,4.1,533,39.0,10000.0,Free,0.0,Everyone 10+,Action,2014-01-24,1.0,2.1
Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4.7,263,9.1,10000.0,Free,0.0,Everyone,Books & Reference,2015-01-01,2.0,2.1
Dashboard AE,AUTO_AND_VEHICLES,4.17505184823716,0,13.0,10.0,Free,0.0,Everyone,Auto & Vehicles,2018-05-16,1255162018,6.0
FilmoraGo - Free Video Editor,VIDEO_PLAYERS,4.4,238459,35.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,2018-06-06,3.1.4,4.2
Event Manager - AllEvents.in,EVENTS,4.7,120,5.1,10000.0,Free,0.0,Everyone,Events,2018-07-25,2.5,4.0.3
Nasihat - Chalo ae Pyaara,FAMILY,4.7,557,6.7,10000.0,Free,0.0,Everyone,Education,2015-10-09,1.0,2.1
AE Master Moto,GAME,4.0,17876,37.0,1000000.0,Free,0.0,Everyone,Racing,2015-12-10,1.8.6,2.3
Brica BPRO5 AE,PHOTOGRAPHY,3.9,4726,3.9,500000.0,Free,0.0,Everyone,Photography,2015-06-17,1.0,3.1
AE Manager,TOOLS,4.17505184823716,0,4.0,100.0,Free,0.0,Everyone,Tools,2015-06-15,1.0.0,4.0.3
AE Air Hockey,SPORTS,3.8,926,7.6,50000.0,Free,0.0,Everyone,Sports,2013-08-01,1.0.0,2.2
AE Fishing Hunter,GAME,4.4,14,6.6,1000.0,Free,0.0,Everyone,Adventure,2016-03-15,0.0.3,3.0
ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,4.5,74531,32.0,5000000.0,Free,0.0,Everyone,Video Players & Editors,2018-06-15,2.12.0,4.3
Ivanti AE Agent,BUSINESS,4.17505184823716,1,2.9,1000.0,Free,0.0,Everyone,Business,2018-05-10,11.0.0,4.0.3
AE Checkout Plugin,SHOPPING,3.8,208,0.076171875,10000.0,Free,0.0,Everyone,Shopping,2015-02-11,1.3.1,2.3
NewTek NDI,PHOTOGRAPHY,3.5,77,1.2,1000.0,Paid,19.99,Everyone,Photography,2016-10-26,1.1,4.1
AfterFocus,PHOTOGRAPHY,4.2,165224,15.0,10000000.0,Free,0.0,Everyone,Photography,2016-07-08,2.1.0,4.0.3
AF Link,NEWS_AND_MAGAZINES,4.7,210,18.0,10000.0,Free,0.0,Everyone,News & Magazines,2018-05-31,4.29.0.9,4.4
AF Hydro,HEALTH_AND_FITNESS,2.0,136,15.0,10000.0,Free,0.0,Everyone,Health & Fitness,2018-05-12,1.0.5,4.4
Gunship III Vietnam People AF,FAMILY,4.3,726,19.0,5000.0,Paid,4.99,Everyone,Simulation,2016-12-09,3.8.4,2.3.3
AF Comics Reader - Free,COMICS,2.8,5,4.1,100.0,Free,0.0,Everyone,Comics,2017-11-10,1.0,4.1
Flim Af Somali Hindi Fanproj,FAMILY,3.9,12,3.5,1000.0,Free,0.0,Everyone,Entertainment,2018-06-22,1.0,4.0
DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,3.4,30,3.0,10000.0,Free,0.0,Everyone,Photography,2018-04-18,5.1.2,4.0.3
AF-STROKE (FREE),MEDICAL,4.5,93,0.90234375,10000.0,Free,0.0,Teen,Medical,2013-01-25,1.1,2.1
Hesab.af - Send money in Afghanistan,FINANCE,4.7,51,11.0,1000.0,Free,0.0,Everyone,Finance,2018-04-15,1.4.0,4.1
AppFinder by AppTap,TOOLS,2.0,2221,4.9,5000000.0,Free,0.0,Everyone,Tools,2017-10-03,1.8.2.7,5.0
Toppen af Danmark,TRAVEL_AND_LOCAL,4.17505184823716,8,6.1,5000.0,Free,0.0,Everyone,Travel & Local,2018-06-28,8.3.0,4.4
AF-STROKE,MEDICAL,4.17505184823716,5,0.880859375,100.0,Paid,5.0,Teen,Medical,2013-12-19,1.3,2.1
i-share AF/KLM (AFKL ishare),SOCIAL,4.17505184823716,2,53.0,100.0,Free,0.0,Teen,Social,2018-07-21,1.16.5,4.1
Bazar.af,SHOPPING,4.7,13,1.3,500.0,Free,0.0,Everyone,Shopping,2017-07-07,6.5.0,4.0
DSLR Blur Camera Auto Focus,TOOLS,3.3,75,4.7,10000.0,Free,0.0,Everyone,Tools,2018-06-07,1.3,4.0.3
Ariana News AF,NEWS_AND_MAGAZINES,4.1,20,3.1,5000.0,Free,0.0,Everyone,News & Magazines,2017-07-10,1.1,4.0
AF Legendary 2017,BUSINESS,4.17505184823716,0,11.0,50.0,Free,0.0,Teen,Business,2017-09-30,2.7.11.6,4.1
AzadBazar.af,SHOPPING,4.17505184823716,3,3.7,100.0,Free,0.0,Everyone,Shopping,2018-03-09,1.0,4.0
easyFocus,PHOTOGRAPHY,3.7,3396,0.259765625,500000.0,Free,0.0,Everyone,Photography,2012-11-28,1.2.0,2.2
AF Nutrition - Integratori,HEALTH_AND_FITNESS,4.17505184823716,6,19.0,100.0,Free,0.0,Everyone,Health & Fitness,2018-08-02,1.3,4.1
Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055,4.1,5000000.0,Free,0.0,Everyone,Photography,2017-06-16,1.17,4.0
Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,5.0,7,3.4,1000.0,Free,0.0,Everyone,Lifestyle,2018-06-09,1.4,4.0
Camera Pro,PHOTOGRAPHY,4.1,7479,13.0,1000000.0,Free,0.0,Everyone,Photography,2018-04-16,5.4,4.0
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46.0,1000.0,Free,0.0,Everyone,News & Magazines,2017-05-01,1.0.1,4.1
